Id,LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold,SalePrice
1751,13774,7,7,1992,2288,1,4,2.0,2.0,520.0,11,206486.17086841
1752,7130,5,6,1967,864,1,2,1.0,1.0,312.0,6,161334.301195429
1753,9600,5,5,1967,1568,1,3,1.0,2.0,440.0,3,176156.558313965
1754,9600,7,5,1974,2061,2,4,1.0,2.0,498.0,5,191642.223478994
1755,16500,6,5,1971,1320,2,3,1.0,2.0,495.0,5,191945.808027777
1756,7436,4,7,1960,894,1,2,1.0,2.0,396.0,8,164146.306037354
1757,8125,5,7,1959,864,1,3,1.0,1.0,308.0,9,179883.057071096
1758,9450,4,5,1957,1362,1,3,1.0,3.0,768.0,5,178071.137668844
1759,13495,5,6,1956,1728,2,3,1.0,2.0,576.0,7,188241.637896875
1760,9350,5,6,1995,1313,1,3,2.0,2.0,610.0,2,174559.656173171
1761,10500,5,5,1964,1292,1,3,1.0,2.0,520.0,7,182347.363042264
1762,8970,5,6,1965,2140,2,4,1.0,2.0,549.0,6,191507.251872857
1763,11475,6,6,1961,1576,1,4,2.0,2.0,368.0,9,199751.865597358
1764,9768,5,5,1955,960,1,2,1.0,1.0,330.0,2,162106.416145131
1765,9900,6,5,1967,1691,1,2,1.0,2.0,550.0,4,164575.982314367
1766,10573,6,6,1961,1453,2,3,1.0,2.0,530.0,4,179176.352180931
1767,14695,6,8,2008,1567,2,2,2.0,2.0,542.0,7,177327.403857584
1768,8760,5,7,1956,1144,1,3,1.0,1.0,286.0,6,177818.083761781
1769,12285,7,6,1960,1329,1,3,1.0,2.0,441.0,8,186965.204048443
1770,9240,6,8,1998,988,2,3,2.0,1.0,297.0,6,178762.742169197
1771,8750,5,5,1956,1202,1,3,1.0,1.0,304.0,11,183322.866146283
1772,8750,5,5,1955,1382,1,3,2.0,1.0,350.0,7,178903.295931891
1773,10400,4,5,1956,1200,1,3,1.0,1.0,294.0,11,186570.129421778
1774,9482,5,4,1958,1866,2,4,1.0,2.0,495.0,12,199144.242829024
1775,8128,6,7,1954,1062,1,3,1.0,1.0,297.0,2,172154.713310956
1776,13070,5,5,1951,1112,1,2,1.0,2.0,480.0,10,177444.019201603
1777,8480,5,6,1950,793,1,2,0.0,1.0,240.0,8,166200.938073485
1778,7626,5,8,2005,1031,1,2,2.0,1.0,230.0,3,158995.770555632
1779,9533,5,5,1953,1210,1,2,1.0,1.0,616.0,8,168273.282454755
1780,11419,7,7,1999,1527,1,3,1.0,2.0,410.0,12,189680.453052788
1781,9600,5,6,1950,1200,1,3,1.0,1.0,246.0,8,181681.021081956
1782,5470,3,5,1958,792,1,2,1.0,1.0,366.0,8,160277.142643643
1783,10800,5,7,2006,1352,2,4,2.0,2.0,720.0,8,197318.54715833
1784,8146,4,8,2003,1039,1,2,1.0,1.0,281.0,5,162228.935604196
1785,10230,5,7,1950,1078,1,3,3.0,1.0,264.0,12,187340.455456083
1786,10410,4,5,1950,2377,2,3,2.0,2.0,528.0,6,181065.347037275
1787,7200,7,9,2008,1690,2,4,2.0,2.0,624.0,8,190233.609102705
1788,5400,2,5,1950,599,1,2,2.0,0.0,0.0,6,157929.594852031
1789,10800,5,7,1950,846,1,2,2.0,2.0,576.0,6,168557.001935469
1790,10800,3,5,1998,725,1,1,1.0,1.0,320.0,11,160805.584645628
1791,9671,6,5,1969,2544,2,6,1.0,3.0,907.0,8,221648.391978216
1792,10143,6,7,1963,1380,1,3,1.0,1.0,364.0,6,180539.88079815
1793,11500,6,4,1967,1040,1,3,1.0,2.0,480.0,5,182105.616283853
1794,8010,6,9,2007,951,1,2,2.0,2.0,480.0,9,166380.852603154
1795,10454,6,6,1957,1105,1,3,1.0,1.0,308.0,4,178942.155617426
1796,9000,6,6,1958,1142,1,2,1.0,1.0,384.0,4,162804.747800461
1797,8064,6,5,1950,1133,1,3,1.0,2.0,900.0,12,183077.684392615
1798,7350,5,6,1958,1041,1,3,1.0,1.0,294.0,3,171728.4720292
1799,7200,5,7,1952,732,1,2,1.0,1.0,240.0,9,164786.741540638
1800,8000,5,5,1959,1183,1,3,1.0,1.0,288.0,7,177427.267170302
1801,10800,4,7,1996,1461,2,4,1.0,1.0,384.0,8,197318.54715833
1802,8064,6,7,1994,1495,1,3,1.0,2.0,576.0,8,178658.114178223
1803,7570,6,5,1964,1806,1,4,1.0,2.0,483.0,3,185437.320523764
1804,8604,5,7,1978,941,1,2,2.0,2.0,564.0,11,169759.652489529
1805,7936,6,6,1963,1045,1,3,1.0,1.0,264.0,4,173986.635055186
1806,4080,6,8,1998,1378,1,3,2.0,1.0,162.0,6,168607.664289468
1807,10307,6,5,1950,1944,2,4,1.0,2.0,324.0,6,194138.519145183
1808,15660,5,8,2003,1306,1,3,2.0,2.0,472.0,7,192502.440921994
1809,9900,5,8,2002,1464,2,3,1.0,0.0,0.0,3,176746.969818601
1810,6406,5,6,1950,1558,1,3,1.0,2.0,400.0,10,177604.891703134
1811,7627,4,6,1950,1701,2,4,0.0,0.0,0.0,10,193283.746584832
1812,10134,5,5,1950,1447,1,3,1.0,0.0,0.0,7,181627.061006609
1813,6000,5,7,1970,1328,1,3,1.0,1.0,308.0,3,169071.62025834
1814,7404,4,6,1950,861,1,2,1.0,2.0,288.0,11,167398.006470987
1815,5925,2,4,1950,612,1,1,1.0,1.0,308.0,10,150106.505141704
1816,8520,5,8,1950,792,1,2,1.0,1.0,287.0,2,159650.304285848
1817,9600,4,4,1950,1510,2,3,2.0,2.0,720.0,6,179471.23597476
1818,8400,6,7,1950,2007,2,3,3.0,1.0,357.0,6,177109.589956218
1819,3600,6,7,2007,1288,1,3,3.0,1.0,280.0,5,166558.113328453
1820,3300,4,3,1950,816,1,2,1.0,0.0,0.0,6,153796.714319583
1821,5400,6,6,1950,1480,1,3,1.0,1.0,207.0,9,174520.152570658
1822,9720,6,7,2002,1521,1,4,2.0,3.0,640.0,9,196297.95829524
1823,9392,3,3,1950,797,1,2,1.0,0.0,0.0,9,169100.681601175
1824,6615,6,6,1950,1432,1,3,2.0,1.0,216.0,9,176911.319164431
1825,4960,5,7,1982,1654,2,3,1.0,1.0,336.0,5,169234.6454828
1826,6000,5,5,1950,1142,1,3,1.0,1.0,320.0,6,172386.297919134
1827,6120,5,6,1999,995,1,2,1.0,1.0,264.0,3,156031.904802362
1828,6120,5,6,1950,1582,2,3,1.0,1.0,250.0,2,168202.892306596
1829,8635,5,5,1950,1072,1,2,1.0,5.0,1184.0,8,166505.984017547
1830,8094,6,6,1950,1768,2,3,1.0,2.0,576.0,6,176507.37022149
1831,9928,7,8,1994,1944,2,3,1.0,1.0,216.0,6,180116.752553161
1832,3000,5,1,1950,2128,2,4,1.0,0.0,0.0,9,183072.740591406
1833,6876,6,5,1950,1930,2,4,1.0,1.0,316.0,8,189595.964677698
1834,5775,6,7,2002,1427,1,3,2.0,1.0,379.0,2,167523.919076265
1835,5852,7,5,2000,1864,2,6,1.0,0.0,0.0,5,210817.775863413
1836,5160,6,6,1950,1666,1,3,1.0,1.0,384.0,8,172942.930813351
1837,5160,4,6,1950,892,1,1,2.0,0.0,0.0,7,145286.278144089
1838,10320,6,7,1965,1403,1,3,1.0,1.0,308.0,2,176468.653371492
1839,4280,4,9,2001,704,1,2,0.0,1.0,220.0,9,159040.069562187
1840,10800,5,5,1988,1200,3,3,1.0,0.0,0.0,3,178518.204332507
1841,10547,5,5,1978,1152,2,2,1.0,1.0,252.0,7,169163.980786825
1842,9780,5,3,1950,1112,2,4,1.0,1.0,226.0,3,189786.685274579
1843,11625,5,6,1967,1052,1,3,1.0,1.0,668.0,4,181246.728523853
1844,8014,6,5,1978,1034,1,3,1.0,2.0,504.0,6,176349.927153587
1845,15400,5,5,1961,1774,2,4,1.0,1.0,384.0,7,205266.631009142
1846,15312,6,5,1960,1138,1,3,1.0,2.0,480.0,3,187397.993362224
1847,15584,5,5,1956,2071,1,4,1.0,1.0,336.0,10,208943.427726113
1848,9000,2,2,1950,660,1,2,0.0,0.0,0.0,6,165014.532907657
1849,15635,4,5,1954,1383,1,2,1.0,2.0,498.0,10,182492.037566236
1850,9571,5,5,1956,1073,1,2,1.0,1.0,340.0,2,161718.71259042
1851,9350,6,7,1950,1639,1,3,2.0,1.0,240.0,7,180084.118941162
1852,7440,5,6,1954,1089,1,3,1.0,1.0,252.0,9,178534.950802179
1853,4235,5,5,1984,1049,2,2,2.0,1.0,266.0,2,151217.259961305
1854,10778,7,6,1991,1061,1,1,2.0,2.0,462.0,7,156342.717587562
1855,19255,6,5,1983,1338,1,2,2.0,2.0,576.0,9,188511.443835239
1856,10560,7,5,1994,1879,2,3,2.0,2.0,473.0,8,183570.337896789
1857,26400,5,7,2007,2016,1,4,1.0,2.0,576.0,6,225810.160292177
1858,7018,5,5,1979,2228,2,6,1.0,2.0,720.0,6,214217.401131694
1859,7018,5,5,1979,1535,2,4,1.0,2.0,400.0,6,187665.64101603
1860,7040,5,5,1979,1229,0,2,2.0,2.0,672.0,6,161157.177744039
1861,7007,5,5,1979,1513,2,4,1.0,2.0,400.0,6,187643.992594193
1862,11855,7,5,2000,2787,4,6,1.0,4.0,820.0,10,228156.372839158
1863,7939,7,5,2000,2787,4,6,1.0,4.0,820.0,10,220449.534665317
1864,7976,7,5,2000,2787,4,6,1.0,4.0,820.0,10,220522.352084222
1865,10933,9,5,2009,1680,1,1,3.0,3.0,1138.0,7,156647.763531624
1866,10816,9,5,2008,1720,2,3,3.0,3.0,846.0,11,187388.833374873
1867,9178,8,5,2008,1468,2,3,2.0,3.0,904.0,6,178640.723791573
1868,11422,8,5,2008,1838,2,3,2.0,2.0,524.0,4,180847.216739049
1869,6762,7,5,2007,1290,2,2,2.0,2.0,662.0,5,159505.170529478
1870,10324,8,5,2008,1254,2,2,2.0,3.0,810.0,3,164305.538020654
1871,11645,8,5,2006,1498,2,3,2.0,3.0,844.0,3,180181.19673723
1872,11646,6,5,2006,1422,2,3,2.0,2.0,440.0,7,184602.734989972
1873,16698,7,5,1993,1759,2,3,2.0,2.0,525.0,6,193440.372174434
1874,9757,5,7,1994,990,1,3,1.0,1.0,440.0,10,184199.788209911
1875,14753,7,5,1998,1463,2,3,1.0,2.0,539.0,12,196241.892907637
1876,8750,6,5,1998,1772,2,3,1.0,2.0,492.0,4,175588.618271096
1877,10739,7,5,2001,1444,2,3,2.0,2.0,577.0,4,179503.046546829
1878,11166,7,5,2001,1492,2,3,2.0,2.0,608.0,7,183658.076582555
1879,16269,5,5,1978,907,1,3,1.0,1.0,343.0,7,193700.976276404
1880,6950,5,7,1979,914,1,2,1.0,2.0,444.0,10,165399.62450704
1881,11664,7,5,2002,1611,2,3,2.0,3.0,1231.0,9,186847.944787446
1882,12334,8,5,2003,2184,2,4,2.0,2.0,570.0,6,198127.73287817
1883,8749,7,5,2002,1725,2,3,2.0,2.0,550.0,11,183320.898107934
1884,11250,7,5,2001,1870,2,3,2.0,2.0,608.0,5,181613.606696657
1885,15750,8,5,2000,1513,2,2,2.0,2.0,521.0,6,178298.791761954
1886,12782,8,5,2003,1828,2,3,2.0,2.0,523.0,6,185733.534000593
1887,8750,7,5,1998,1417,2,3,2.0,2.0,511.0,8,180008.188485489
1888,10200,8,5,2007,1602,2,3,2.0,3.0,810.0,1,175127.59621604
1889,11069,6,5,2007,1396,2,3,2.0,2.0,440.0,7,183467.176862723
1890,10682,4,6,1971,1149,1,3,1.0,1.0,544.0,7,182705.546021743
1891,3675,6,5,2006,1072,1,2,1.0,2.0,525.0,4,152324.943593181
1892,6410,4,5,1959,876,1,3,1.0,1.0,320.0,3,169878.515981342
1893,11767,5,5,1950,1368,1,3,1.0,1.0,195.0,6,183735.975076576
1894,10926,5,5,1959,1678,2,6,1.0,0.0,0.0,8,224118.280105941
1895,11767,5,5,1956,1560,1,2,1.0,1.0,313.0,5,169355.202465146
1896,8212,5,6,1950,1298,1,3,1.0,1.0,256.0,9,180054.276407441
1897,6300,5,4,1950,1268,1,3,1.0,1.0,250.0,7,174081.601977368
1898,5707,6,6,1950,1242,1,3,1.0,1.0,180.0,3,168494.985022146
1899,8574,6,8,2000,1232,1,3,2.0,2.0,440.0,10,181871.598843299
1900,7155,7,8,1990,1228,1,3,1.0,1.0,215.0,5,173554.489658383
1901,13680,5,6,1950,1567,1,2,1.0,2.0,440.0,2,169805.382165577
1902,14680,5,4,1960,1273,1,2,1.0,1.0,307.0,6,176192.990728755
1903,8145,7,6,1950,2480,2,5,1.0,2.0,400.0,7,204264.39284654
1904,9100,5,6,1954,1112,1,2,1.0,1.0,390.0,10,169630.906956928
1905,13339,6,6,1960,1561,2,3,1.0,2.0,463.0,5,185724.838807268
1906,15600,5,7,2005,1523,2,3,0.0,1.0,295.0,10,195699.036281861
1907,17500,6,5,1954,1906,1,3,1.0,2.0,576.0,1,189494.276162169
1908,1733,6,6,1980,1032,1,2,1.0,2.0,452.0,5,149607.905673439
1909,1488,6,6,1992,1229,1,2,2.0,2.0,462.0,10,154650.199045978
1910,1612,6,6,1980,1229,1,2,1.0,2.0,462.0,7,151579.558140433
1911,13607,6,6,1986,1982,2,3,1.0,2.0,501.0,4,185147.380531144
1912,17597,7,9,2009,2365,2,3,3.0,2.0,551.0,7,196314.53120359
1913,8660,5,6,1993,2168,2,5,2.0,2.0,576.0,12,210802.395364155
1914,10200,4,6,1950,572,1,2,1.0,1.0,200.0,5,166271.2863726
1915,3843,8,5,2008,1648,2,2,3.0,2.0,482.0,6,154865.359142973
1916,21780,2,4,1950,810,1,1,1.0,1.0,280.0,3,173575.5052865
1917,10125,8,5,2001,2052,2,3,2.0,3.0,642.0,5,179399.563554274
1918,9750,6,6,1977,926,1,2,1.0,1.0,351.0,4,164280.776562049
1919,9360,6,7,1977,1287,1,2,1.0,2.0,541.0,11,171247.48948121
1920,11070,5,5,1991,1595,2,2,1.0,2.0,672.0,4,166878.587182445
1921,13438,9,5,2008,2036,2,3,3.0,3.0,780.0,7,188129.459710994
1922,14463,9,5,2008,1641,2,3,3.0,3.0,885.0,1,183517.34369691
1923,9839,6,8,2006,2237,2,3,2.0,2.0,440.0,2,175522.026925727
1924,14419,7,5,1989,1479,2,3,2.0,2.0,578.0,7,190060.105331152
1925,9157,7,5,2003,2014,2,3,2.0,2.0,486.0,2,174179.824771856
1926,12633,9,5,2007,1978,2,2,3.0,3.0,920.0,5,171059.523675194
1927,12518,5,7,1968,1008,1,3,2.0,1.0,384.0,4,183004.186769318
1928,13383,5,5,2000,1404,2,3,1.0,2.0,504.0,3,183601.647387418
1929,7689,5,8,1972,796,1,2,1.0,1.0,336.0,7,163539.327185998
1930,7706,6,5,1996,1091,1,2,1.0,1.0,429.0,8,164677.676391525
1931,7669,5,6,1993,883,1,2,1.0,2.0,698.0,6,162395.073865424
1932,10429,5,5,1992,1287,1,3,1.0,2.0,440.0,7,182207.6323195
1933,10457,5,7,1969,1632,1,4,1.0,2.0,898.0,4,192223.939790304
1934,8702,6,5,1998,1604,2,3,1.0,2.0,470.0,4,176391.829390125
1935,8139,6,5,1996,1470,2,3,1.0,2.0,420.0,10,181913.179121348
1936,9535,6,5,1998,1604,2,3,1.0,2.0,472.0,5,179136.097888261
1937,15038,6,5,1996,1636,2,3,1.0,2.0,386.0,11,196595.568243212
1938,14137,5,5,1997,1384,2,3,2.0,2.0,404.0,11,194822.365690957
1939,6264,8,5,1997,1682,1,1,2.0,2.0,528.0,7,148356.669440918
1940,5070,8,5,1992,1280,2,2,2.0,2.0,506.0,8,160387.604263899
1941,11184,6,5,1998,1633,2,3,1.0,2.0,460.0,4,181276.500571809
1942,14067,6,5,1991,1709,2,3,2.0,2.0,416.0,9,192474.817899346
1943,5950,8,5,1989,1337,2,2,2.0,2.0,462.0,4,157699.907796437
1944,13543,8,5,2005,2500,3,5,3.0,3.0,683.0,7,215785.540813051
1945,15401,9,5,2004,1884,2,2,3.0,3.0,670.0,9,181824.300998793
1946,31220,6,2,1952,1474,1,3,1.0,2.0,495.0,5,221813.00948166
1947,8118,9,5,2007,1710,2,2,3.0,2.0,557.0,7,165281.292597397
1948,47280,6,5,1950,1488,2,3,1.0,2.0,738.0,7,255629.49047034
1949,12680,7,6,1988,1688,2,2,3.0,2.0,528.0,6,173154.590990955
1950,10825,7,7,1983,1260,2,3,1.0,2.0,598.0,7,183884.65246539
1951,18559,7,5,1978,2064,2,3,2.0,2.0,550.0,8,200210.353608489
1952,14450,7,5,1979,1782,2,3,2.0,2.0,551.0,3,186599.221265342
1953,13068,6,5,1976,1211,2,3,2.0,2.0,461.0,11,192718.532696106
1954,10400,7,6,1988,2044,2,3,1.0,2.0,489.0,3,178628.665952764
1955,9743,5,6,1969,1308,1,3,1.0,2.0,484.0,6,180650.342418406
1956,12511,7,7,1978,2840,2,4,2.0,4.0,1314.0,12,206003.107947263
1957,10400,6,5,1976,1444,2,2,1.0,2.0,473.0,4,166457.67844853
1958,14311,8,5,1996,2340,2,4,2.0,3.0,787.0,6,202916.221653487
1959,9000,5,5,1974,1792,2,4,1.0,2.0,480.0,6,192463.969983091
1960,10295,4,6,1969,936,1,2,1.0,1.0,288.0,9,171775.497189898
1961,7560,5,5,1971,864,1,3,1.0,2.0,576.0,5,175249.222149411
1962,1680,6,5,1973,987,1,2,1.0,1.0,264.0,2,147086.59893993
1963,1890,6,6,1972,987,1,2,1.0,1.0,352.0,4,149709.672100371
1964,1680,5,5,1972,1302,2,3,1.0,1.0,264.0,12,171411.404533743
1965,2308,6,6,1975,1456,2,4,1.0,2.0,460.0,5,178188.964799425
1966,2529,7,6,1977,1055,2,2,1.0,2.0,440.0,9,156491.711373235
1967,12704,8,5,2007,1582,2,3,2.0,3.0,905.0,1,180953.241201168
1968,13693,8,5,2007,2464,2,4,3.0,3.0,650.0,8,203909.759061135
1969,14418,9,5,2007,1950,2,2,3.0,3.0,706.0,5,175470.149087545
1970,13418,9,5,2006,2748,2,4,3.0,3.0,850.0,10,205578.333622415
1971,12539,10,5,2006,2790,2,4,3.0,4.0,1150.0,6,199428.857699441
1972,12151,9,5,2005,2331,2,3,3.0,3.0,1003.0,8,187599.163869476
1973,8899,8,5,2007,2088,2,4,2.0,3.0,656.0,6,192265.198109864
1974,10574,8,5,2004,2332,2,4,3.0,3.0,756.0,7,196666.554897677
1975,12720,10,5,2003,2470,1,1,3.0,3.0,789.0,2,155537.862252682
1976,10845,8,5,2004,1575,2,2,2.0,3.0,732.0,6,169543.240620935
1977,16900,8,5,2002,2649,2,4,2.0,3.0,746.0,1,202487.010170501
1978,16451,8,5,2003,2690,2,4,2.0,3.0,795.0,7,208232.716273485
1979,10110,9,5,2008,1866,2,2,3.0,3.0,870.0,11,173621.195202569
1980,12304,7,5,2005,1367,2,2,2.0,2.0,484.0,6,172414.608571812
1981,8232,9,5,2008,1800,2,2,3.0,3.0,944.0,6,164400.75641556
1982,6240,8,5,2007,1342,2,2,2.0,2.0,550.0,6,160480.424024781
1983,6240,8,5,2007,1342,2,2,2.0,2.0,550.0,2,156060.853810389
1984,2448,7,5,2004,1626,2,2,2.0,2.0,474.0,10,157437.192820581
1985,3940,7,5,2003,1455,2,2,2.0,3.0,644.0,8,158163.720929772
1986,3940,7,5,2004,1576,2,2,2.0,3.0,668.0,5,154849.043268978
1987,3710,7,5,2008,1246,2,2,2.0,2.0,428.0,3,152186.609341561
1988,9024,6,5,2004,1515,2,3,2.0,2.0,393.0,7,180340.215399228
1989,8010,7,5,2003,1720,2,3,2.0,2.0,400.0,7,178344.62451356
1990,8396,7,5,2003,1986,2,4,2.0,2.0,434.0,5,190170.382266827
1991,7301,7,6,2008,1358,2,2,2.0,2.0,484.0,11,168092.975480832
1992,8220,7,5,2001,1892,2,3,1.0,2.0,431.0,7,178757.912566805
1993,7750,7,5,2002,1414,2,3,2.0,2.0,403.0,4,174518.256882082
1994,12460,7,5,2000,2322,2,4,1.0,2.0,400.0,5,198168.490116289
1995,8390,7,5,1999,1651,2,3,1.0,2.0,450.0,5,176882.693978902
1996,9660,8,5,1997,2199,2,3,2.0,2.0,516.0,9,183801.672896251
1997,11000,9,5,2000,2172,2,4,3.0,3.0,687.0,6,196400.046680661
1998,11675,8,5,1998,2006,2,2,2.0,3.0,938.0,7,172281.605004025
1999,10990,7,5,1997,2125,2,4,2.0,2.0,576.0,6,196380.366297173
2000,11929,8,7,1995,2501,2,4,2.0,3.0,751.0,6,198228.354306682
2001,10010,7,5,1994,2197,2,4,2.0,3.0,783.0,7,195556.581268962
2002,13253,7,5,2006,1578,2,3,2.0,3.0,642.0,5,186453.264469043
2003,9801,8,5,2007,1861,3,3,2.0,3.0,851.0,7,181869.381196234
2004,9428,8,5,2008,1874,2,3,2.0,3.0,880.0,2,175610.840124147
2005,10037,8,5,2007,1460,2,3,2.0,2.0,480.0,8,183438.730800145
2006,8640,8,5,2008,1372,2,3,2.0,2.0,588.0,7,179584.488673295
2007,10625,8,5,2007,1660,2,3,2.0,3.0,660.0,6,182386.152242034
2008,7500,7,5,2008,1218,2,2,2.0,2.0,462.0,4,160750.367237054
2009,10110,6,5,2003,1696,2,3,2.0,2.0,542.0,7,182477.505046008
2010,12774,7,5,2004,1663,2,3,2.0,2.0,478.0,7,187720.359207171
2011,13072,6,5,2006,1175,1,3,2.0,0.0,0.0,6,187201.942081511
2012,9260,7,5,2007,1162,2,3,2.0,2.0,483.0,3,176385.102235149
2013,8453,6,5,1995,1609,2,3,2.0,2.0,525.0,4,175901.787841278
2014,8480,6,5,1994,1680,2,3,2.0,2.0,474.0,10,182584.280198283
2015,14565,7,5,1995,1657,2,3,2.0,2.0,483.0,11,195664.686104237
2016,8450,6,5,2001,1677,2,3,2.0,2.0,627.0,9,181420.346494222
2017,8285,7,5,1992,1737,2,3,2.0,2.0,506.0,5,176676.04995228
2018,9100,5,5,1963,984,1,3,1.0,1.0,384.0,8,181594.678867334
2019,8100,5,8,2007,864,1,3,2.0,1.0,420.0,7,178521.747964951
2020,8450,5,5,1968,890,1,3,1.0,1.0,308.0,4,175895.883726231
2021,6360,5,5,1963,864,1,3,1.0,1.0,276.0,1,168468.005916477
2022,19508,6,5,1974,1430,2,3,1.0,2.0,484.0,7,200973.129447888
2023,10759,5,4,1972,1641,2,4,1.0,2.0,490.0,7,197030.641992202
2024,9205,6,5,1991,2683,2,4,2.0,2.0,473.0,6,192867.417844592
2025,11025,9,5,1994,2786,2,4,2.0,2.0,636.0,6,196449.247639381
2026,3435,7,5,2005,1245,2,1,2.0,2.0,495.0,6,141684.196398607
2027,3180,6,5,2005,1200,2,2,2.0,2.0,480.0,5,153353.334123901
2028,3180,7,5,2007,1392,2,2,2.0,2.0,540.0,3,151143.549016705
2029,2280,6,5,1999,1549,2,3,1.0,2.0,440.0,4,163753.087114229
2030,4765,9,5,2000,1638,2,2,3.0,2.0,495.0,7,158682.460013921
2031,4538,9,5,2001,1310,1,1,2.0,2.0,545.0,7,144959.835250915
2032,4385,9,5,2001,1419,1,2,3.0,2.0,588.0,9,160144.390548579
2033,4109,9,5,2000,1557,2,2,3.0,2.0,484.0,6,156286.534303521
2034,2160,7,5,2000,1404,2,3,2.0,2.0,462.0,6,165726.707619571
2035,10646,7,5,2001,1789,2,3,1.0,2.0,546.0,6,182427.481047359
2036,2645,8,5,1999,1586,2,3,2.0,2.0,480.0,12,173310.56154032
2037,2645,8,5,2000,1607,2,3,2.0,2.0,480.0,12,173310.56154032
2038,3951,10,5,1999,2393,2,2,3.0,2.0,846.0,2,151556.01403002
2039,11064,8,5,1995,1239,1,1,2.0,2.0,477.0,8,158908.146068683
2040,24572,9,3,1977,2944,2,3,2.0,3.0,864.0,6,209834.383092536
2041,16280,8,9,2007,1671,3,3,3.0,2.0,550.0,5,192410.516550815
